,country,year,life_expectancy
43062,Nigeria,1855,30.4
43065,North Korea,1855,26.0
43069,Norway,1855,50.44
43070,Oman,1855,32.3
43071,Pakistan,1855,25.8
43073,Panama,1855,32.9
43074,Papua New Guinea,1855,31.5
43075,Paraguay,1855,35.5
43076,Peru,1855,35.7
43077,Philippines,1855,30.9
43079,Poland,1855,35.9
43080,Portugal,1855,35.6
43081,Puerto Rico,1855,30.43
43082,Qatar,1855,30.8
43083,Reunion,1855,33.0
43084,Romania,1855,35.7
43085,Russia,1855,27.5
43086,Rwanda,1855,31.8
43087,Samoa,1855,25.4
43089,Sao Tome and Principe,1855,31.0
43090,Saudi Arabia,1855,32.1
43091,Senegal,1855,25.2
43092,Serbia,1855,35.5
43095,Seychelles,1855,37.0
43096,Sierra Leone,1855,25.1
43097,Singapore,1855,34.0
43098,Slovak Republic,1855,36.4
43099,Slovenia,1855,36.6
43100,Solomon Islands,1855,25.1
43101,Somalia,1855,29.4
43103,South Africa,1855,33.5
43104,South Korea,1855,25.8
43106,South Sudan,1855,26.67
43108,Spain,1855,29.5
43109,Sri Lanka,1855,32.6
43114,St. Lucia,1855,28.01
43116,St. Vincent and the Grenadines,1855,25.99
43117,Sudan,1855,31.4
43118,Suriname,1855,32.9
43120,Swaziland,1855,32.3
43121,Sweden,1855,43.08
43122,Switzerland,1855,38.0
43123,Syria,1855,31.1
43124,Taiwan,1855,28.3
43125,Tajikistan,1855,24.24
43126,Tanzania,1855,32.2
43127,Thailand,1855,30.4
43128,Timor-Leste,1855,28.95
43129,Togo,1855,31.3
43131,Tonga,1855,28.2
43133,Trinidad and Tobago,1855,38.8
43134,Tunisia,1855,28.8
43135,Turkey,1855,35.0
43136,Turkmenistan,1855,24.0
43139,Uganda,1855,25.3
43140,Ukraine,1855,36.6
43141,United Arab Emirates,1855,30.7
43142,United Kingdom,1855,41.03
43144,United States,1855,39.41
43145,Uruguay,1855,32.9
43147,Uzbekistan,1855,26.93
43148,Vanuatu,1855,24.3
43149,Venezuela,1855,32.2
43150,Vietnam,1855,32.0
43151,Virgin Islands (U.S.),1855,33.4
43153,West Bank and Gaza,1855,32.1
43155,Western Sahara,1855,34.75
43156,Yemen,1855,23.39
43158,Zambia,1855,32.6
43159,Zimbabwe,1855,33.7
43681,Afghanistan,1856,27.64
43684,Albania,1856,35.4
43685,Algeria,1856,28.82
43688,Angola,1856,26.98
43690,Antigua and Barbuda,1856,33.54
43691,Argentina,1856,33.2
43692,Armenia,1856,34.0
43693,Aruba,1856,34.42
43694,Australia,1856,34.05
43695,Austria,1856,34.4
43696,Azerbaijan,1856,29.17
43697,Bahamas,1856,35.18
43698,Bahrain,1856,30.3
43699,Bangladesh,1856,25.5
43700,Barbados,1856,32.12
43701,Belarus,1856,36.2
43702,Belgium,1856,40.92
43703,Belize,1856,26.5
43704,Benin,1856,31.0
43706,Bhutan,1856,28.8
43707,Bolivia,1856,33.0
43708,Bosnia and Herzegovina,1856,35.1
43709,Botswana,1856,33.6
43710,Brazil,1856,31.99
43712,Brunei,1856,29.2
43713,Bulgaria,1856,38.26
43714,Burkina Faso,1856,29.2
43715,Burundi,1856,31.5
43716,Cambodia,1856,35.0
43717,Cameroon,1856,28.75
43718,Canada,1856,41.33
43719,Cape Verde,1856,33.8
43721,Central African Republic,1856,30.0
43722,Chad,1856,30.9
43724,Chile,1856,32.0
43725,China,1856,26.0
43728,Colombia,1856,32.0
43729,Comoros,1856,32.1
43730,"Congo, Dem. Rep.",1856,31.6
43731,"Congo, Rep.",1856,32.7
43733,Costa Rica,1856,30.21
43734,Cote d'Ivoire,1856,31.16
43735,Croatia,1856,36.1
43736,Cuba,1856,36.54
43737,Cyprus,1856,38.51
43738,Czech Republic,1856,34.95
43740,Denmark,1856,46.78
43741,Djibouti,1856,29.9
43743,Dominican Republic,1856,29.9
43745,Ecuador,1856,32.9
43746,Egypt,1856,33.0
43747,El Salvador,1856,28.7
43748,Equatorial Guinea,1856,29.8
43749,Eritrea,1856,30.2
43751,Estonia,1856,39.33
43752,Ethiopia,1856,29.7
43755,Fiji,1856,26.1
43756,Finland,1856,29.96
43757,France,1856,40.18
43758,French Guiana,1856,30.5
43759,French Polynesia,1856,25.6
43760,Gabon,1856,30.6
43761,Gambia,1856,28.8
43762,Georgia,1856,31.87
43763,Germany,1856,38.37
43764,Ghana,1856,28.0
43766,Greece,1856,36.6
43767,Greenland,1856,33.87
43768,Grenada,1856,37.3
43769,Guadeloupe,1856,27.66
43770,Guam,1856,27.5
43771,Guatemala,1856,25.81
43773,Guinea,1856,30.08
43774,Guinea-Bissau,1856,32.0
43775,Guyana,1856,31.12
43776,Haiti,1856,29.0
43778,Honduras,1856,33.9
43779,"Hong Kong, China",1856,34.9
43780,Hungary,1856,36.0
43781,Iceland,1856,42.34
43782,India,1856,25.44
43783,Indonesia,1856,30.0
43784,Iran,1856,25.6
43785,Iraq,1856,31.2
43786,Ireland,1856,38.3
43788,Israel,1856,32.0
43789,Italy,1856,29.69
43790,Jamaica,1856,34.2
43791,Japan,1856,36.42
43793,Jordan,1856,31.7
43794,Kazakhstan,1856,26.2
43795,Kenya,1856,25.5
43796,Kiribati,1856,24.9
43798,Kuwait,1856,26.0
43799,Kyrgyz Republic,1856,23.94
43800,Lao,1856,31.9
43801,Latvia,1856,33.0
43802,Lebanon,1856,29.7
43803,Lesotho,1856,32.8
43804,Liberia,1856,31.1
43805,Libya,1856,33.1
43807,Lithuania,1856,28.9
43808,Luxembourg,1856,36.9
43809,"Macao, China",1856,34.7
43810,"Macedonia, FYR",1856,36.1
43811,Madagascar,1856,30.5
43812,Malawi,1856,30.3
43813,Malaysia,1856,30.6
43814,Maldives,1856,32.65
43815,Mali,1856,26.41
43816,Malta,1856,28.7
43818,Martinique,1856,30.15
43819,Mauritania,1856,32.0
43820,Mauritius,1856,17.55
43821,Mayotte,1856,32.5
43822,Mexico,1856,26.9
43823,"Micronesia, Fed. Sts.",1856,26.7
43824,Moldova,1856,33.15
43826,Mongolia,1856,31.8
43827,Montenegro,1856,35.4
43829,Morocco,1856,33.1
43830,Mozambique,1856,30.28
43831,Myanmar,1856,30.8
43832,Namibia,1856,32.4
43834,Nepal,1856,32.8
43835,Netherlands,1856,38.39
43836,Netherlands Antilles,1856,34.41
43837,New Caledonia,1856,26.0
43838,New Zealand,1856,34.05
43840,Nicaragua,1856,25.4
43841,Niger,1856,30.8
43842,Nigeria,1856,30.4
43845,North Korea,1856,26.0
43849,Norway,1856,50.37
43850,Oman,1856,32.3
43851,Pakistan,1856,25.8
43853,Panama,1856,32.9
43854,Papua New Guinea,1856,31.5
43855,Paraguay,1856,35.5
43856,Peru,1856,35.7
43857,Philippines,1856,30.9
43859,Poland,1856,35.9
43860,Portugal,1856,35.6
43861,Puerto Rico,1856,30.43
43862,Qatar,1856,30.8
43863,Reunion,1856,33.0
43864,Romania,1856,35.7
43865,Russia,1856,29.0
43866,Rwanda,1856,31.8
43867,Samoa,1856,25.4
43869,Sao Tome and Principe,1856,31.0
43870,Saudi Arabia,1856,32.1
43871,Senegal,1856,25.2
43872,Serbia,1856,35.5
43875,Seychelles,1856,37.0
43876,Sierra Leone,1856,25.1
43877,Singapore,1856,34.0
43878,Slovak Republic,1856,36.4
43879,Slovenia,1856,36.6
43880,Solomon Islands,1856,25.1
43881,Somalia,1856,29.4
43883,South Africa,1856,33.5
43884,South Korea,1856,25.8
43886,South Sudan,1856,26.67
43888,Spain,1856,29.5
43889,Sri Lanka,1856,32.6
43894,St. Lucia,1856,28.01
43896,St. Vincent and the Grenadines,1856,25.99
43897,Sudan,1856,31.4
43898,Suriname,1856,32.9
43900,Swaziland,1856,32.3
43901,Sweden,1856,42.14
43902,Switzerland,1856,38.0
43903,Syria,1856,31.1
43904,Taiwan,1856,28.3
43905,Tajikistan,1856,24.24
43906,Tanzania,1856,32.2
43907,Thailand,1856,30.4
43908,Timor-Leste,1856,28.95
43909,Togo,1856,31.3
43911,Tonga,1856,28.2
43913,Trinidad and Tobago,1856,38.8
43914,Tunisia,1856,28.8
43915,Turkey,1856,35.0
43916,Turkmenistan,1856,24.0
43919,Uganda,1856,25.3
43920,Ukraine,1856,36.6
43921,United Arab Emirates,1856,30.7
43922,United Kingdom,1856,43.25
43924,United States,1856,39.41
43925,Uruguay,1856,32.9
43927,Uzbekistan,1856,26.93
43928,Vanuatu,1856,24.3
43929,Venezuela,1856,32.2
43930,Vietnam,1856,32.0
43931,Virgin Islands (U.S.),1856,33.4
43933,West Bank and Gaza,1856,32.1
43935,Western Sahara,1856,34.75
43936,Yemen,1856,23.39
43938,Zambia,1856,32.6
43939,Zimbabwe,1856,33.7
44461,Afghanistan,1857,27.63
44464,Albania,1857,35.4
44465,Algeria,1857,28.82
44468,Angola,1857,26.98
44470,Antigua and Barbuda,1857,33.54
44471,Argentina,1857,33.2
44472,Armenia,1857,34.0
44473,Aruba,1857,34.42
44474,Australia,1857,34.05
44475,Austria,1857,34.4
44476,Azerbaijan,1857,29.17
44477,Bahamas,1857,35.18
44478,Bahrain,1857,30.3
44479,Bangladesh,1857,25.5
44480,Barbados,1857,32.12
44481,Belarus,1857,36.2
44482,Belgium,1857,40.49
44483,Belize,1857,26.5
44484,Benin,1857,31.0
44486,Bhutan,1857,28.8
44487,Bolivia,1857,33.0
44488,Bosnia and Herzegovina,1857,35.1
44489,Botswana,1857,33.6
44490,Brazil,1857,31.99
44492,Brunei,1857,29.2
44493,Bulgaria,1857,38.31
44494,Burkina Faso,1857,29.2
44495,Burundi,1857,31.5
44496,Cambodia,1857,35.0
44497,Cameroon,1857,28.75
44498,Canada,1857,41.38
44499,Cape Verde,1857,33.8
44501,Central African Republic,1857,30.0
44502,Chad,1857,30.9
44504,Chile,1857,32.0
44505,China,1857,26.71
44508,Colombia,1857,32.0
44509,Comoros,1857,32.1
44510,"Congo, Dem. Rep.",1857,31.6
44511,"Congo, Rep.",1857,32.7
44513,Costa Rica,1857,30.21
44514,Cote d'Ivoire,1857,31.16
44515,Croatia,1857,36.1
44516,Cuba,1857,36.56
44517,Cyprus,1857,38.51
44518,Czech Republic,1857,34.95
44520,Denmark,1857,42.49
44521,Djibouti,1857,29.9
44523,Dominican Republic,1857,29.9
44525,Ecuador,1857,32.9
44526,Egypt,1857,33.0
44527,El Salvador,1857,28.7
44528,Equatorial Guinea,1857,29.8
44529,Eritrea,1857,30.2
44531,Estonia,1857,39.25
44532,Ethiopia,1857,29.7
44535,Fiji,1857,26.1
44536,Finland,1857,30.12
44537,France,1857,39.59
44538,French Guiana,1857,30.5
44539,French Polynesia,1857,25.6
44540,Gabon,1857,30.6
44541,Gambia,1857,28.8
44542,Georgia,1857,31.87
44543,Germany,1857,38.37
44544,Ghana,1857,28.0
44546,Greece,1857,36.6
44547,Greenland,1857,33.87
44548,Grenada,1857,37.3
44549,Guadeloupe,1857,27.66
44550,Guam,1857,27.5
44551,Guatemala,1857,25.81
44553,Guinea,1857,30.09
44554,Guinea-Bissau,1857,32.0
44555,Guyana,1857,31.12
44556,Haiti,1857,29.0
44558,Honduras,1857,33.9
44559,"Hong Kong, China",1857,34.9
44560,Hungary,1857,36.0
44561,Iceland,1857,39.49
44562,India,1857,25.44
44563,Indonesia,1857,30.0
44564,Iran,1857,25.6
44565,Iraq,1857,31.2
44566,Ireland,1857,38.3
44568,Israel,1857,32.0
44569,Italy,1857,29.69
44570,Jamaica,1857,34.2
44571,Japan,1857,36.42
44573,Jordan,1857,31.7
44574,Kazakhstan,1857,26.2
44575,Kenya,1857,25.5
44576,Kiribati,1857,24.9
44578,Kuwait,1857,26.0
44579,Kyrgyz Republic,1857,23.94
44580,Lao,1857,31.9
44581,Latvia,1857,33.0
44582,Lebanon,1857,29.7
44583,Lesotho,1857,32.8
44584,Liberia,1857,31.1
44585,Libya,1857,33.1
44587,Lithuania,1857,28.9
44588,Luxembourg,1857,36.9
44589,"Macao, China",1857,34.7
44590,"Macedonia, FYR",1857,36.1
44591,Madagascar,1857,30.5
44592,Malawi,1857,30.3
44593,Malaysia,1857,30.6
44594,Maldives,1857,32.65
44595,Mali,1857,26.41
44596,Malta,1857,28.7
44598,Martinique,1857,30.15
44599,Mauritania,1857,32.0
44600,Mauritius,1857,36.58
44601,Mayotte,1857,32.5
44602,Mexico,1857,26.9
44603,"Micronesia, Fed. Sts.",1857,26.7
44604,Moldova,1857,33.15
44606,Mongolia,1857,31.8
44607,Montenegro,1857,35.4
44609,Morocco,1857,33.1
44610,Mozambique,1857,30.28
44611,Myanmar,1857,30.8
44612,Namibia,1857,32.4
44614,Nepal,1857,32.8
44615,Netherlands,1857,35.46
44616,Netherlands Antilles,1857,34.41
44617,New Caledonia,1857,26.0
44618,New Zealand,1857,34.05
44620,Nicaragua,1857,25.4
44621,Niger,1857,30.8
44622,Nigeria,1857,30.4
44625,North Korea,1857,26.0
44629,Norway,1857,50.22
44630,Oman,1857,32.3
44631,Pakistan,1857,25.8
44633,Panama,1857,32.9
44634,Papua New Guinea,1857,31.5
44635,Paraguay,1857,35.5
44636,Peru,1857,35.7
44637,Philippines,1857,30.9
44639,Poland,1857,35.9
44640,Portugal,1857,35.6
44641,Puerto Rico,1857,30.43
44642,Qatar,1857,30.8
44643,Reunion,1857,33.0
44644,Romania,1857,35.7
44645,Russia,1857,29.57
44646,Rwanda,1857,31.8
44647,Samoa,1857,25.4
44649,Sao Tome and Principe,1857,31.0
44650,Saudi Arabia,1857,32.1
44651,Senegal,1857,25.2
44652,Serbia,1857,35.5
44655,Seychelles,1857,37.0
44656,Sierra Leone,1857,25.1
44657,Singapore,1857,34.0
44658,Slovak Republic,1857,36.4
44659,Slovenia,1857,36.6
44660,Solomon Islands,1857,25.1
44661,Somalia,1857,29.4
44663,South Africa,1857,33.5
44664,South Korea,1857,25.8
44666,South Sudan,1857,26.67
44668,Spain,1857,29.5
44669,Sri Lanka,1857,32.6
44674,St. Lucia,1857,28.01
44676,St. Vincent and the Grenadines,1857,25.99
44677,Sudan,1857,31.4
44678,Suriname,1857,32.9
44680,Swaziland,1857,32.3
44681,Sweden,1857,34.64
44682,Switzerland,1857,38.0
44683,Syria,1857,31.1
44684,Taiwan,1857,28.3
44685,Tajikistan,1857,24.24
44686,Tanzania,1857,32.2
44687,Thailand,1857,30.4
44688,Timor-Leste,1857,28.95
44689,Togo,1857,31.3
44691,Tonga,1857,28.2
44693,Trinidad and Tobago,1857,38.8
44694,Tunisia,1857,28.8
44695,Turkey,1857,35.0
44696,Turkmenistan,1857,24.0
44699,Uganda,1857,25.3
44700,Ukraine,1857,36.6
44701,United Arab Emirates,1857,30.7
44702,United Kingdom,1857,41.88
44704,United States,1857,39.41
44705,Uruguay,1857,32.9
44707,Uzbekistan,1857,26.93
44708,Vanuatu,1857,24.3
44709,Venezuela,1857,32.2
44710,Vietnam,1857,32.0
44711,Virgin Islands (U.S.),1857,33.4
44713,West Bank and Gaza,1857,32.1
44715,Western Sahara,1857,34.75
44716,Yemen,1857,23.39
44718,Zambia,1857,32.6
44719,Zimbabwe,1857,33.7
45241,Afghanistan,1858,27.62
45244,Albania,1858,35.4
45245,Algeria,1858,28.82
45248,Angola,1858,26.98
45250,Antigua and Barbuda,1858,33.54
45251,Argentina,1858,33.2
45252,Armenia,1858,34.0
45253,Aruba,1858,34.42
45254,Australia,1858,34.05
45255,Austria,1858,34.4
45256,Azerbaijan,1858,29.17
45257,Bahamas,1858,35.18
45258,Bahrain,1858,30.3
45259,Bangladesh,1858,25.5
45260,Barbados,1858,32.12
45261,Belarus,1858,36.2
45262,Belgium,1858,40.18
45263,Belize,1858,26.5
45264,Benin,1858,31.0
45266,Bhutan,1858,28.8
45267,Bolivia,1858,33.0
45268,Bosnia and Herzegovina,1858,35.1
45269,Botswana,1858,33.6
45270,Brazil,1858,31.99
45272,Brunei,1858,29.2
45273,Bulgaria,1858,38.35
45274,Burkina Faso,1858,29.2
45275,Burundi,1858,31.5
45276,Cambodia,1858,35.0
45277,Cameroon,1858,28.75
45278,Canada,1858,41.43
45279,Cape Verde,1858,33.8
45281,Central African Republic,1858,30.0
45282,Chad,1858,30.9
45284,Chile,1858,32.0
45285,China,1858,27.43
45288,Colombia,1858,32.0
45289,Comoros,1858,32.1
45290,"Congo, Dem. Rep.",1858,31.6
45291,"Congo, Rep.",1858,32.7
45293,Costa Rica,1858,30.21
45294,Cote d'Ivoire,1858,31.16
45295,Croatia,1858,36.1
45296,Cuba,1858,36.58
45297,Cyprus,1858,38.51
45298,Czech Republic,1858,34.95
45300,Denmark,1858,40.04
45301,Djibouti,1858,29.9
45303,Dominican Republic,1858,29.9
45305,Ecuador,1858,32.9
45306,Egypt,1858,33.0
45307,El Salvador,1858,28.7
45308,Equatorial Guinea,1858,29.8
45309,Eritrea,1858,30.2
45311,Estonia,1858,39.17
45312,Ethiopia,1858,29.7
45315,Fiji,1858,26.1
45316,Finland,1858,33.81
45317,France,1858,39.67
45318,French Guiana,1858,30.5
45319,French Polynesia,1858,25.6
45320,Gabon,1858,30.6
45321,Gambia,1858,28.8
45322,Georgia,1858,31.87
45323,Germany,1858,38.37
45324,Ghana,1858,28.0
45326,Greece,1858,36.6
45327,Greenland,1858,33.87
45328,Grenada,1858,37.3
45329,Guadeloupe,1858,27.66
45330,Guam,1858,27.5
45331,Guatemala,1858,25.81
45333,Guinea,1858,30.1
45334,Guinea-Bissau,1858,32.0
45335,Guyana,1858,31.12
45336,Haiti,1858,29.0
45338,Honduras,1858,33.9
45339,"Hong Kong, China",1858,34.9
45340,Hungary,1858,36.0
45341,Iceland,1858,34.84
45342,India,1858,25.44
45343,Indonesia,1858,30.0
45344,Iran,1858,25.6
45345,Iraq,1858,31.2
45346,Ireland,1858,38.3
45348,Israel,1858,32.0
45349,Italy,1858,29.69
45350,Jamaica,1858,34.2
45351,Japan,1858,36.42
45353,Jordan,1858,31.7
45354,Kazakhstan,1858,26.2
45355,Kenya,1858,25.5
45356,Kiribati,1858,24.9
45358,Kuwait,1858,26.0
45359,Kyrgyz Republic,1858,23.94
45360,Lao,1858,31.9
45361,Latvia,1858,33.0
45362,Lebanon,1858,29.7
45363,Lesotho,1858,32.8
45364,Liberia,1858,31.1
45365,Libya,1858,33.1
45367,Lithuania,1858,28.9
45368,Luxembourg,1858,36.9
45369,"Macao, China",1858,34.7
45370,"Macedonia, FYR",1858,36.1
45371,Madagascar,1858,30.5
45372,Malawi,1858,30.3
45373,Malaysia,1858,30.6
45374,Maldives,1858,32.65
45375,Mali,1858,26.41
45376,Malta,1858,28.7
45378,Martinique,1858,30.15
45379,Mauritania,1858,32.0
45380,Mauritius,1858,34.44
45381,Mayotte,1858,32.5
45382,Mexico,1858,26.9
45383,"Micronesia, Fed. Sts.",1858,26.7
45384,Moldova,1858,33.15
45386,Mongolia,1858,31.8
45387,Montenegro,1858,35.4
45389,Morocco,1858,33.1
45390,Mozambique,1858,30.28
45391,Myanmar,1858,30.8
45392,Namibia,1858,32.4
45394,Nepal,1858,32.8
45395,Netherlands,1858,34.66
45396,Netherlands Antilles,1858,34.41
45397,New Caledonia,1858,26.0
45398,New Zealand,1858,34.05
45400,Nicaragua,1858,25.4
45401,Niger,1858,30.8
45402,Nigeria,1858,30.4
45405,North Korea,1858,26.0
45409,Norway,1858,51.59
45410,Oman,1858,32.3
45411,Pakistan,1858,25.8
45413,Panama,1858,32.9
45414,Papua New Guinea,1858,31.5
45415,Paraguay,1858,35.5
45416,Peru,1858,35.7
45417,Philippines,1858,30.9
45419,Poland,1858,35.9
45420,Portugal,1858,35.6
45421,Puerto Rico,1858,30.43
45422,Qatar,1858,30.8
45423,Reunion,1858,33.0
45424,Romania,1858,35.7
45425,Russia,1858,29.57
45426,Rwanda,1858,31.8
45427,Samoa,1858,25.4
45429,Sao Tome and Principe,1858,31.0
45430,Saudi Arabia,1858,32.1
45431,Senegal,1858,25.2
45432,Serbia,1858,35.5
45435,Seychelles,1858,37.0
45436,Sierra Leone,1858,25.1
45437,Singapore,1858,34.0
45438,Slovak Republic,1858,36.4
45439,Slovenia,1858,36.6
45440,Solomon Islands,1858,25.1
45441,Somalia,1858,29.4
45443,South Africa,1858,33.5
45444,South Korea,1858,25.8
45446,South Sudan,1858,26.67
45448,Spain,1858,29.5
45449,Sri Lanka,1858,32.6
45454,St. Lucia,1858,28.01
45456,St. Vincent and the Grenadines,1858,25.99
45457,Sudan,1858,31.4
45458,Suriname,1858,32.9
45460,Swaziland,1858,32.3
45461,Sweden,1858,42.0
45462,Switzerland,1858,38.0
45463,Syria,1858,31.1
45464,Taiwan,1858,28.3
45465,Tajikistan,1858,24.24
45466,Tanzania,1858,32.2
45467,Thailand,1858,30.4
45468,Timor-Leste,1858,28.95
45469,Togo,1858,31.3
45471,Tonga,1858,28.2
45473,Trinidad and Tobago,1858,38.8
45474,Tunisia,1858,28.8
45475,Turkey,1858,35.0
45476,Turkmenistan,1858,24.0
45479,Uganda,1858,25.3
45480,Ukraine,1858,36.6
45481,United Arab Emirates,1858,30.7
45482,United Kingdom,1858,40.04
45484,United States,1858,39.41
45485,Uruguay,1858,32.9
45487,Uzbekistan,1858,26.93
45488,Vanuatu,1858,24.3
45489,Venezuela,1858,32.2
45490,Vietnam,1858,32.0
45491,Virgin Islands (U.S.),1858,33.4
45493,West Bank and Gaza,1858,32.1
45495,Western Sahara,1858,34.75
45496,Yemen,1858,23.39
45498,Zambia,1858,32.6
45499,Zimbabwe,1858,33.7
46021,Afghanistan,1859,27.61
46024,Albania,1859,35.4
46025,Algeria,1859,28.82
46028,Angola,1859,26.98
46030,Antigua and Barbuda,1859,33.54
46031,Argentina,1859,33.2
46032,Armenia,1859,34.0
46033,Aruba,1859,34.42
46034,Australia,1859,34.05
46035,Austria,1859,34.4
46036,Azerbaijan,1859,29.17
46037,Bahamas,1859,35.18
46038,Bahrain,1859,30.3
46039,Bangladesh,1859,25.5
46040,Barbados,1859,32.12
46041,Belarus,1859,36.2
46042,Belgium,1859,38.98
46043,Belize,1859,26.5
46044,Benin,1859,31.0
46046,Bhutan,1859,28.8
46047,Bolivia,1859,33.0
46048,Bosnia and Herzegovina,1859,35.1
46049,Botswana,1859,33.6
46050,Brazil,1859,31.99
46052,Brunei,1859,29.2
46053,Bulgaria,1859,38.4
46054,Burkina Faso,1859,29.2
46055,Burundi,1859,31.5
46056,Cambodia,1859,35.0
46057,Cameroon,1859,28.75
46058,Canada,1859,41.49
46059,Cape Verde,1859,33.8
46061,Central African Republic,1859,30.0
46062,Chad,1859,30.9
46064,Chile,1859,32.0
46065,China,1859,28.14
46068,Colombia,1859,32.0
46069,Comoros,1859,32.1
46070,"Congo, Dem. Rep.",1859,31.6
46071,"Congo, Rep.",1859,32.7
46073,Costa Rica,1859,30.21
46074,Cote d'Ivoire,1859,31.16
46075,Croatia,1859,36.1
46076,Cuba,1859,36.6
46077,Cyprus,1859,38.51
46078,Czech Republic,1859,34.95
46080,Denmark,1859,44.42
46081,Djibouti,1859,29.9
46083,Dominican Republic,1859,29.9
46085,Ecuador,1859,32.9
46086,Egypt,1859,33.0
46087,El Salvador,1859,28.7
46088,Equatorial Guinea,1859,29.8
46089,Eritrea,1859,30.2
46091,Estonia,1859,39.08
46092,Ethiopia,1859,29.7
46095,Fiji,1859,26.1
46096,Finland,1859,38.5
46097,France,1859,35.26
46098,French Guiana,1859,30.5
46099,French Polynesia,1859,25.6
46100,Gabon,1859,30.6
46101,Gambia,1859,28.8
46102,Georgia,1859,31.87
46103,Germany,1859,38.37
46104,Ghana,1859,28.0
46106,Greece,1859,36.6
46107,Greenland,1859,33.87
46108,Grenada,1859,37.3
46109,Guadeloupe,1859,27.66
46110,Guam,1859,27.5
46111,Guatemala,1859,25.81
46113,Guinea,1859,30.11
46114,Guinea-Bissau,1859,32.0
46115,Guyana,1859,31.12
46116,Haiti,1859,29.0
46118,Honduras,1859,33.9
46119,"Hong Kong, China",1859,34.9
46120,Hungary,1859,36.0
46121,Iceland,1859,29.67
46122,India,1859,25.44
46123,Indonesia,1859,30.0
46124,Iran,1859,25.6
46125,Iraq,1859,31.2
46126,Ireland,1859,38.3
46128,Israel,1859,32.0
46129,Italy,1859,29.69
46130,Jamaica,1859,34.2
46131,Japan,1859,36.42
46133,Jordan,1859,31.7
46134,Kazakhstan,1859,26.2
46135,Kenya,1859,25.5
46136,Kiribati,1859,24.9
46138,Kuwait,1859,26.0
46139,Kyrgyz Republic,1859,23.94
46140,Lao,1859,31.9
46141,Latvia,1859,33.0
46142,Lebanon,1859,29.7
46143,Lesotho,1859,32.8
46144,Liberia,1859,31.1
46145,Libya,1859,33.1
46147,Lithuania,1859,28.9
46148,Luxembourg,1859,36.9
46149,"Macao, China",1859,34.7
46150,"Macedonia, FYR",1859,36.1
46151,Madagascar,1859,30.5
46152,Malawi,1859,30.3
46153,Malaysia,1859,30.6
46154,Maldives,1859,32.65
46155,Mali,1859,26.41
46156,Malta,1859,28.7
46158,Martinique,1859,30.15
46159,Mauritania,1859,32.0
46160,Mauritius,1859,31.68
46161,Mayotte,1859,32.5
46162,Mexico,1859,26.9
46163,"Micronesia, Fed. Sts.",1859,26.7
46164,Moldova,1859,33.15
46166,Mongolia,1859,31.8
46167,Montenegro,1859,35.4
46169,Morocco,1859,33.1
46170,Mozambique,1859,30.28
46171,Myanmar,1859,30.8
46172,Namibia,1859,32.4
46174,Nepal,1859,32.8
46175,Netherlands,1859,30.86
46176,Netherlands Antilles,1859,34.41
46177,New Caledonia,1859,26.0
46178,New Zealand,1859,34.05
46180,Nicaragua,1859,25.4
46181,Niger,1859,30.8
46182,Nigeria,1859,30.4
46185,North Korea,1859,26.0
46189,Norway,1859,49.93
46190,Oman,1859,32.3
46191,Pakistan,1859,25.8
46193,Panama,1859,32.9
46194,Papua New Guinea,1859,31.5
46195,Paraguay,1859,35.5
46196,Peru,1859,35.7
46197,Philippines,1859,30.9
46199,Poland,1859,35.9
46200,Portugal,1859,35.6
46201,Puerto Rico,1859,30.43
46202,Qatar,1859,30.8
46203,Reunion,1859,33.0
46204,Romania,1859,35.7
46205,Russia,1859,29.57
46206,Rwanda,1859,31.8
46207,Samoa,1859,25.4
46209,Sao Tome and Principe,1859,31.0
46210,Saudi Arabia,1859,32.1
46211,Senegal,1859,25.2
46212,Serbia,1859,35.5
46215,Seychelles,1859,37.0
46216,Sierra Leone,1859,25.1
46217,Singapore,1859,34.0
46218,Slovak Republic,1859,36.4
46219,Slovenia,1859,36.6
46220,Solomon Islands,1859,25.1
46221,Somalia,1859,29.4
46223,South Africa,1859,33.5
46224,South Korea,1859,25.8
46226,South Sudan,1859,26.67
46228,Spain,1859,29.5
46229,Sri Lanka,1859,32.6
46234,St. Lucia,1859,28.01
46236,St. Vincent and the Grenadines,1859,25.99
46237,Sudan,1859,31.4
46238,Suriname,1859,32.9
46240,Swaziland,1859,32.3
46241,Sweden,1859,44.27
46242,Switzerland,1859,38.0
46243,Syria,1859,31.1
46244,Taiwan,1859,28.3
46245,Tajikistan,1859,24.24
46246,Tanzania,1859,32.2
46247,Thailand,1859,30.4
46248,Timor-Leste,1859,28.95
46249,Togo,1859,31.3
46251,Tonga,1859,28.2
46253,Trinidad and Tobago,1859,38.8
46254,Tunisia,1859,28.8
46255,Turkey,1859,35.0
46256,Turkmenistan,1859,24.0
46259,Uganda,1859,25.3
46260,Ukraine,1859,36.6
46261,United Arab Emirates,1859,30.7
46262,United Kingdom,1859,40.84
46264,United States,1859,39.41
46265,Uruguay,1859,32.9
46267,Uzbekistan,1859,26.93
46268,Vanuatu,1859,24.3
46269,Venezuela,1859,32.2
46270,Vietnam,1859,32.0
46271,Virgin Islands (U.S.),1859,33.4
46273,West Bank and Gaza,1859,32.1
46275,Western Sahara,1859,34.75
46276,Yemen,1859,23.39
