"","pclass","sex","age","sibsp","parch","fare","embarked","survived"
"1156",3,1,18,1,1,20.2125,3,"dead"
"1157",3,0,41,0,2,20.2125,3,"dead"
"1158",3,0,0,0,0,8.05,3,"survived"
"1159",3,1,50,0,0,8.05,3,"dead"
"1160",3,1,16,0,0,8.05,3,"dead"
"1161",3,1,0,0,0,7.75,2,"survived"
"1162",3,1,0,0,0,24.15,2,"dead"
"1163",3,1,0,0,0,7.2292,1,"dead"
"1164",3,1,25,0,0,7.225,1,"dead"
"1165",3,1,0,0,0,7.225,1,"dead"
"1166",3,1,0,0,0,7.7292,2,"dead"
"1167",3,1,0,0,0,7.575,3,"dead"
"1168",3,1,38.5,0,0,7.25,3,"dead"
"1169",3,1,0,8,2,69.55,3,"dead"
"1170",3,1,14.5,8,2,69.55,3,"dead"
"1171",3,0,0,8,2,69.55,3,"dead"
"1172",3,0,0,8,2,69.55,3,"dead"
"1173",3,0,0,8,2,69.55,3,"dead"
"1174",3,0,0,8,2,69.55,3,"dead"
"1175",3,1,0,8,2,69.55,3,"dead"
"1176",3,1,0,8,2,69.55,3,"dead"
"1177",3,1,0,8,2,69.55,3,"dead"
"1178",3,1,0,1,9,69.55,3,"dead"
"1179",3,0,0,1,9,69.55,3,"dead"
"1180",3,1,24,0,0,9.325,3,"dead"
"1181",3,0,21,0,0,7.65,3,"survived"
"1182",3,1,39,0,0,7.925,3,"dead"
"1183",3,1,0,2,0,21.6792,1,"dead"
"1184",3,1,0,2,0,21.6792,1,"dead"
"1185",3,1,0,2,0,21.6792,1,"dead"
"1186",3,0,1,1,1,16.7,3,"survived"
"1187",3,0,24,0,2,16.7,3,"survived"
"1188",3,0,4,1,1,16.7,3,"survived"
"1189",3,1,25,0,0,9.5,3,"survived"
"1190",3,1,20,0,0,8.05,3,"dead"
"1191",3,1,24.5,0,0,8.05,3,"dead"
"1192",3,1,0,0,0,7.725,2,"dead"
"1193",3,1,0,0,0,7.8958,3,"dead"
"1194",3,1,0,0,0,7.75,2,"dead"
"1195",3,1,29,0,0,9.5,3,"survived"
"1196",3,1,0,0,0,15.1,3,"dead"
"1197",3,0,0,0,0,7.7792,2,"survived"
"1198",3,1,0,0,0,8.05,3,"dead"
"1199",3,1,0,0,0,8.05,3,"dead"
"1200",3,1,22,0,0,7.2292,1,"dead"
"1201",3,1,0,0,0,8.05,3,"dead"
"1202",3,1,40,0,0,7.8958,3,"dead"
"1203",3,1,21,0,0,7.925,3,"dead"
"1204",3,0,18,0,0,7.4958,3,"survived"
"1205",3,1,4,3,2,27.9,3,"dead"
"1206",3,1,10,3,2,27.9,3,"dead"
"1207",3,0,9,3,2,27.9,3,"dead"
"1208",3,0,2,3,2,27.9,3,"dead"
"1209",3,1,40,1,4,27.9,3,"dead"
"1210",3,0,45,1,4,27.9,3,"dead"
"1211",3,1,0,0,0,7.8958,3,"dead"
"1212",3,1,0,0,0,8.05,3,"dead"
"1213",3,1,0,0,0,8.6625,3,"dead"
"1214",3,1,0,0,0,7.75,2,"dead"
"1215",3,0,0,0,0,7.7333,2,"survived"
"1216",3,1,19,0,0,7.65,3,"dead"
"1217",3,1,30,0,0,8.05,3,"dead"
"1218",3,1,0,0,0,8.05,3,"dead"
"1219",3,1,32,0,0,8.05,3,"dead"
"1220",3,1,0,0,0,7.8958,3,"dead"
"1221",3,1,33,0,0,8.6625,1,"dead"
"1222",3,0,23,0,0,7.55,3,"survived"
"1223",3,1,21,0,0,8.05,3,"dead"
"1224",3,1,60.5,0,0,0,3,"dead"
"1225",3,1,19,0,0,7.8958,3,"dead"
"1226",3,0,22,0,0,9.8375,3,"dead"
"1227",3,1,31,0,0,7.925,3,"survived"
"1228",3,1,27,0,0,8.6625,3,"dead"
"1229",3,0,2,0,1,10.4625,3,"dead"
"1230",3,0,29,1,1,10.4625,3,"dead"
"1231",3,1,16,0,0,8.05,3,"survived"
"1232",3,1,44,0,0,7.925,3,"survived"
"1233",3,1,25,0,0,7.05,3,"dead"
"1234",3,1,74,0,0,7.775,3,"dead"
"1235",3,1,14,0,0,9.225,3,"survived"
"1236",3,1,24,0,0,7.7958,3,"dead"
"1237",3,1,25,0,0,7.7958,3,"survived"
"1238",3,1,34,0,0,8.05,3,"dead"
"1239",3,1,0.42,0,1,8.5167,1,"survived"
"1240",3,1,0,1,0,6.4375,1,"dead"
"1241",3,1,0,0,0,6.4375,1,"dead"
"1242",3,1,0,0,0,7.225,1,"dead"
"1243",3,0,16,1,1,8.5167,1,"survived"
"1244",3,1,0,0,0,8.05,3,"dead"
"1245",3,1,0,1,0,16.1,3,"dead"
"1246",3,0,0,1,0,16.1,3,"survived"
"1247",3,1,32,0,0,7.925,3,"dead"
"1248",3,1,0,0,0,7.75,2,"dead"
"1249",3,1,0,0,0,7.8958,3,"dead"
"1250",3,1,30.5,0,0,8.05,3,"dead"
"1251",3,1,44,0,0,8.05,3,"dead"
"1252",3,1,0,0,0,7.2292,1,"dead"
"1253",3,1,25,0,0,0,3,"survived"
"1254",3,1,0,0,0,7.2292,1,"dead"
"1255",3,1,7,1,1,15.2458,1,"survived"
"1256",3,0,9,1,1,15.2458,1,"survived"
"1257",3,0,29,0,2,15.2458,1,"survived"
"1258",3,1,36,0,0,7.8958,3,"dead"
"1259",3,0,18,0,0,9.8417,3,"survived"
"1260",3,0,63,0,0,9.5875,3,"survived"
"1261",3,1,0,1,1,14.5,3,"dead"
"1262",3,1,11.5,1,1,14.5,3,"dead"
"1263",3,1,40.5,0,2,14.5,3,"dead"
"1264",3,0,10,0,2,24.15,3,"dead"
"1265",3,1,36,1,1,24.15,3,"dead"
"1266",3,0,30,1,1,24.15,3,"dead"
"1267",3,1,0,0,0,9.5,3,"dead"
"1268",3,1,33,0,0,9.5,3,"dead"
"1269",3,1,28,0,0,9.5,3,"dead"
"1270",3,1,28,0,0,9.5,3,"dead"
"1271",3,1,47,0,0,9,3,"dead"
"1272",3,0,18,2,0,18,3,"dead"
"1273",3,1,31,3,0,18,3,"dead"
"1274",3,1,16,2,0,18,3,"dead"
"1275",3,0,31,1,0,18,3,"dead"
"1276",3,1,22,0,0,7.225,1,"survived"
"1277",3,1,20,0,0,7.8542,3,"dead"
"1278",3,0,14,0,0,7.8542,3,"dead"
"1279",3,1,22,0,0,7.8958,3,"dead"
"1280",3,1,22,0,0,9,3,"dead"
"1281",3,1,0,0,0,8.05,3,"dead"
"1282",3,1,0,0,0,7.55,3,"dead"
"1283",3,1,0,0,0,8.05,3,"dead"
"1284",3,1,32.5,0,0,9.5,3,"dead"
"1285",3,0,38,0,0,7.2292,1,"survived"
"1286",3,1,51,0,0,7.75,3,"dead"
"1287",3,1,18,1,0,6.4958,3,"dead"
"1288",3,1,21,1,0,6.4958,3,"dead"
"1289",3,0,47,1,0,7,3,"survived"
"1290",3,1,0,0,0,8.7125,3,"dead"
"1291",3,1,0,0,0,7.55,3,"dead"
"1292",3,1,0,0,0,8.05,3,"dead"
"1293",3,1,28.5,0,0,16.1,3,"dead"
"1294",3,1,21,0,0,7.25,3,"dead"
"1295",3,1,27,0,0,8.6625,3,"dead"
"1296",3,1,0,0,0,7.25,3,"dead"
"1297",3,1,36,0,0,9.5,3,"dead"
"1298",3,1,27,1,0,14.4542,1,"dead"
"1299",3,0,15,1,0,14.4542,1,"survived"
"1300",3,1,45.5,0,0,7.225,1,"dead"
"1301",3,1,0,0,0,7.225,1,"dead"
"1302",3,1,0,0,0,14.4583,1,"dead"
"1303",3,0,14.5,1,0,14.4542,1,"dead"
"1304",3,0,0,1,0,14.4542,1,"dead"
"1305",3,1,26.5,0,0,7.225,1,"dead"
"1306",3,1,27,0,0,7.225,1,"dead"
"1307",3,1,29,0,0,7.875,3,"dead"
