"num"	"date"	"title"	"contents"
"6028"	"2016-11-07"	"'꽃놀이패' 김희철 \"SM, 방송국과 등질까봐 숙박예능 안 보내\""	"입력 : 2016.11.07 23:20 [OSEN=박진영 기자] 김희철이 불길한 운명을 직감했다. 김희철은 7일 오후 방송된 SBS 예능 프로그램 '꽃놀이패'에 게스트로 출연했다. 그는 태안에 도..\"이래서 회사에서 1박2일 숙박 예능을 내보내지 않는다."
"6029"	"2016-11-07"	"최순실 게이트, 문화체육계까지?"	"..끼고<U+00A0>있고,<U+00A0>왜냐하면<U+00A0>나라에서<U+00A0>문화<U+00A0>융성한다더니<U+00A0>결국<U+00A0>이게<U+00A0>이런<U+00A0>식의<U+00A0>특정<U+00A0>라인의<U+00A0>어떤<U+00A0>이권을<U+00A0>위한<U+00A0>그런<U+00A0>것이었단<U+00A0>말인가,<U+00A0>우리가<U+00A0>지금까지<U+00A0>농락당했단<U+00A0>말인가,<U+00A0>이런<U+00A0>식의<U+00A0>심경<U+00A0>때문에<U+00A0>더군다나<U+00A0>지금<U+00A0>연예인들<U+00A0>이름이<U+00A0>많이<U+00A0>등장합니다.<U+00A0>차은택<U+00A0>라인,<U+00A0>고영태.."
"6030"	"2016-11-07"	"'꽃놀이패' 김희철 \"SM, 방송국과 등질까봐 숙박예능 안 보내\""	"SNS 공유 및 댓글 SNS 클릭 수 0 페이스북 트위터 카카오스토리 SNS 공유 더보기 구글플러스 [OSEN=박진영 기자] 김희철이 불길한 운명을..김희철은 7일 오후 방송된 SBS 예능 프로그램 \"이래서 회사에서 1박2일 숙박 예능을 내보내지 않는다."
"6031"	"2016-11-07"	"[친절한 프리뷰] '예능인력소' 김수용, '빛날이'로 출연…조세호와 환상 호흡"	"..예능인력소'에<U+00A0>직접<U+00A0>연락해<U+00A0>제<U+00A0>발로<U+00A0>찾아왔다\"고<U+00A0>소개했다.<U+00A0>김수용은<U+00A0>\"'예능인력소'에<U+00A0>자처해서<U+00A0>찾아왔다.<U+00A0>어두운<U+00A0>이미지로<U+00A0>시청자들에게<U+00A0>각인돼<U+00A0>있는데,<U+00A0>앞으로<U+00A0>밝고<U+00A0>활달한<U+00A0>모습을<U+00A0>많이<U+00A0>보여드리려고<U+00A0>한다.<U+00A0>그<U+00A0>시작을'<U+00A0>예능인력소'에서<U+00A0>하려고<U+00A0>한다\"고<U+00A0>각오.."
"6032"	"2016-11-07"	"'명단공개' #대상 #기네스 #밀랍인형…유재석의 최초 기록들"	"SNS 공유 및 댓..또 마릴린 먼로, 톰 크루즈 등 세계적인 톱 스타의 밀랍인형을 전시하는 그레뱅 뮤지엄에서 국내 예능인 최초로 유재석 밀랍인형을 제작하고 있다고. '무한도전'에서 얼굴에 빨래집기 많이 집기에 도전했던 유재석은 기네스 기록까지 세웠다."
"6033"	"2016-11-07"	"'샤머니즘 국가' 완성?...박승주 내정자 굿판 참석 논란"	"지난 2일 김병준 국무총리 내정자의 추천을 받아 국가 안전 정책과 해양경비, 소방을 총괄하는 안전처 장관으로 내정됐습니다.  먼저 MBC 예능프로그램 '무한도전'입니다...끼는 상황에서 박근혜 대통령께서 물론 본인, 여성 박근혜 대통령 입장에서 보면 충분.."
"6034"	"2016-11-07"	"진세연, '아는 형님' 단독 게스트 확정..26일 방송"	"SNS 공유 및 댓글 SNS 클릭 수 0 페이스북 트위터 카카오스토리 SNS ..'아는 형님'에 단독 게스트로 나선다. '아는 형님'에 단독 게스트로 나설 예정이다. 오랜만에 예능 출연에 나선 진세연이 '아는 형님'에서 어떤 모습을 보일 지도 주목된다."
"6035"	"2016-11-07"	"김수용, '예능인력소' 출연..조세호 \"본인이 직접 연락\""	"김수용은 특히 오랜 예능 경력에도 불구하고, 바라지가 아닌 빛날이로 ..예능인력소’에 직접 연락해 제 발로 ..'무한도전-못친소' 특집에 함께 출연하며 가까워졌다”고 인연을 밝혔다.‘굿보이’ 댄스 따라잡기에 나서며 험난한 예능계에 도전장을 내밀고, 드라마"
"6036"	"2016-11-07"	"KT, IPTV로 보는 VR 서비스 출시"	"입력 : ....형비디오(VOD)를 재생하고 TV리모컨으로 360도로 화면 조종이 가능하다.KT(030200)는 VR 콘텐츠로 MBC 예능프로그램 ‘무한도전 미국편’, ‘복면가왕 특집편’ 등을 제공할 예정이다. KT는 11월말부터 대학생 참여 공모전 형식의"
"6037"	"2016-11-07"	"수드래곤 김수용 '예능인력소' 출격, 조세호와 환상 호흡"	"‘빛날이’로 출격해, 요즘 예능 대세다운 강력한 입담과 개그로 큰 웃음을 몰고 온다.  김수용은 특히 오랜 예능 경력에도 불구하고, 바라지가 아닌 빛날이로 ..예능인력소’를 찾아 ..‘굿보이’ 댄스 따라잡기에 나서며 험난한 예능계에 도전장을 내밀고, 드라마"
"6038"	"2016-11-07"	"'운빨레이스' 게임+여행 버라이어티..'운빨' 통할까(종합)"	"SN..'주사위는 던져졌다-운빨 레이스'가 게임과 여행을 접목한 색다른 예능 프로그램의 탄생을 알렸다. '운빨 레이스'는 6명의 출연자가 2명씩 각각 팀을 이뤄 1박 2일 동안 치열한 레이스를 펼친다.'운빨 레이스'를 통해 첫 야외 버라이어티에 도전한다."
"6039"	"2016-11-07"	"헬로비너스 나라 측 \"'정법' 뜨거운 관심 감사..그룹 활동도 기대\""	"/사진='정글의 법칙' 방송화면 캡처 ..정글에서 매력을 제대로 터트렸다. ..예능..'정글의 법칙 IN 동티모르'에서는 나라를 비롯한 이상민, 비스트 양요섭 등 가수들의 정글 생존이 그려졌다. '정글의 법칙 IN 동티모르'는 매주 금요일 오후 10시 방송된다."
"6040"	"2016-11-07"	"김수용, '예능인력소' 출연..조세호 \"본인이 직접 연락\""	"김수용은 특히 오랜 예능 경력에도 불구하고, 바라지가 아닌 빛날이로 ..예능인력소’에 직접 연락해 제..\"최근<U+00A0>'무한도전-못친소'<U+00A0>특집에 함께 출연하며 가까워졌다”고 인연을 밝혔다.‘굿보이’ 댄스 따라잡기에 나서며 험난한 예능계에 도전장을 내밀고, 드라마"
"6041"	"2016-11-07"	"'냉장고를 부탁해' 손연재 \"러시아 유학생활, 3년간 말 못해… 친구도 없었다\""	"* 리듬체조선수 손연재가 '냉장고를 부탁해'에 출연했다. 사진=방송 캡쳐 [스..'냉장고를 부탁해' 손연재가 유학생활 당시 고충을 털어놓았다. 7일 방송된 JTBC 예능 프로그램 '냉장고를 부탁해'에서는 차태현과 손연재가 게스트로 출연해 입담을 뽐냈다."
"6042"	"2016-11-07"	"세계 최초… KT, 360도 기가 VR 서비스 출시"	"KT는 인터넷(IP)TV 서비스 올레tv에서 TV리모콘으로 즐길 수 있는 가상현실 콘텐츠 ‘....형비디오(VOD)로만 감상할 수 있다. 현재는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전’ 미국 편과 ‘복면가왕’ 특집 편 등을 시청할 수 있다."
"6043"	"2016-11-07"	"VR로 안방에서 짜릿한 롤러코스터 체험...KT, ‘올레 TV 360도 기가 VR’ 공개"	"인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’, ‘복면가왕 특집편’ 등이 있다...무한도전 미국편의 경우 IPTV VR서비스 출시로 인해 세계에서 가장 무서운 롤러코스터를 집안에서 가상현실로 체험해볼 수 있게해<U+00A0> 이.."
"6044"	"2016-11-07"	"[단독]'로마공주' 솔비, 이번엔 '정글' 슬라웨시行"	"솔비가 이번엔 로마가 아닌 정글로 향한다. 한 예능국 관계자는 7일 일간스포츠에 '정글의 법칙 인 슬라웨시'에 합류한다\"고 밝혔다. 솔비는 데뷔 후 첫 정글과 연을 맺는다...예능.. 여럿 예능 프로그램서 러블콜이 쏟아졌고 '정글의 법칙'과 인연이 닿았다."
"6045"	"2016-11-07"	"[최순실 파장, 연예계로③] 풍자는 계속된다"	"케이블채널 tvN ‘SNL코리아’에서 최순실씨를 연상케 하는 분장으로 시국을 풍자한 김민교.최근 벌어지고 있는 혼란한 시국에 대한 풍자는 주로 예능프로그램 자막을 통해 이뤄지고 있다.‘무한도전’은 지난주에 이어 5일 방송에서도 최순실 사태를 풍자했다."
"6046"	"2016-11-07"	"TV예능 잇단 풍자..'예능실세' 최순실"	"TV예능이 ..끼리는 ..'무한도전'(위, 가운데)과 tvN MBC 예능프로그램 '무한도전' 역시 5일 방송된 '무한도전'은 앞서 지난 10월 29일 방송에서는 '최순실 게이트'에 대한 수사가 본격화하고 있는 만큼 TV예능의 정치 풍자는 가속화 할 전망이다."
"6047"	"2016-11-07"	"[인터뷰②] 하석진 “나영석 PD에게 러브콜? T.O 있다면 할 의향”"	"..도전할 수 있는지.. 나아가 예능에도 도전,  도전해볼 만한 기회를 찾고 있어요. 다른 사람에게 피해주지 않으면서도 제가 도전하고 싶은 것들을요. 도전해보고는 싶지만 사실 그런 기회가 잘 오지도 않아요.‘삼시세끼’ 보니까 출연자분들이 다들 잘 하더라고요."
"6048"	"2016-11-07"	"[최순실 파장, 연예계로③] 풍자는 계속된다"	"[최순실 파장, 연예계로③] 풍자는 계속된다 입력 2016-11-07 06:57:00 케이블..최근 벌어지고 있는 혼란한 시국에 대한 풍자는 주로 예능프로그램 자막을 통해 이뤄지고 있다.‘무한도전’은 지난주에 이어 5일 방송에서도 최순실 사태를 풍자했다."
"6049"	"2016-11-07"	"[최순실 파장, 연예계로③] 풍자는 계속된다"	"[최순실 파장, 연예계로③] 풍자는 계속된다 입력 2016-11-07 06:57:00 케이블..최근 벌어지고 있는 혼란한 시국에 대한 풍자는 주로 예능프로그램 자막을 통해 이뤄지고 있다.‘무한도전’은 지난주에 이어 5일 방송에서도 최순실 사태를 풍자했다."
"6050"	"2016-11-07"	"[최순실 파장, 연예계로③] 풍자는 계속된다"	"기사 내용 ‘SNL’ 정유라 패러디 등 풍자 봇물 ‘최순실 사태’에 대한 패러디와 풍자가 안..최근 벌어지고 있는 혼란한 시국에 대한 풍자는 주로 예능프로그램 자막을 통해 이뤄지고 있다.‘무한도전’은 지난주에 이어 5일 방송에서도 최순실 사태를 풍자했다."
"6051"	"2016-11-07"	"[최순실 파장, 연예계로③] 풍자는 계속된다"	"[최순실 파장, 연예계로③] 풍자는 계속된다 입력 2016-11-07 06:57:00 케이블..최근 벌어지고 있는 혼란한 시국에 대한 풍자는 주로 예능프로그램 자막을 통해 이뤄지고 있다.‘무한도전’은 지난주에 이어 5일 방송에서도 최순실 사태를 풍자했다."
"6052"	"2016-11-07"	"[XP인터뷰] '혼술남녀' 공명 \"동생vs사랑? 무조건 동생이죠\""	"\"형들과 촬영 당시 배가 너무 고파서 먹고 싶었다...형의 여..\"내게 형이 있다면 그런 형이 있었을 것이란 생각이 드는 드라마를 마친 공명은 다수의 예능에 출격한다.'정글의 법칙'까지 도전한다. 추석에는 동생과 함께 예능 프로그램에 동반 출연하기도 했다."
"6053"	"2016-11-07"	"[인터뷰②] 하석진 “나영석 PD에게 러브콜? T.O 있다면 할 의향”"	"..도전할 수 있는지.. 나아가 예능에도 도전,  도전해볼 만한 기회를 찾고 있어요. 다른 사람에게 피해주지 않으면서도 제가 도전하고 싶은 것들을요. 도전해보고는 싶지만 사실 그런 기회가 잘 오지도 않아요.‘삼시세끼’ 보니까 출연자분들이 다들 잘 하더라고요."
"6054"	"2016-11-07"	"TV예능 잇단 풍자..'예능실세' 최순실"	"TV예능이 ..끼리는 봐주고 고쳐주고 그러는..'무한도전'(위, 가운데)과 tvN '무한도전'(위, 가운데)과 tvN MBC 예능프로그램 '무한도전' 역시 5일 방송된 '무한도전'은 앞서 지난 10월 29일 방송에서는 ..예능의 정치 풍자는 가속화 할 전망이다."
"6055"	"2016-11-07"	"TV예능 잇단 풍자..'예능실세' 최순실"	"TV예능이 ..끼리는 ..'무한도전'(위, 가운데)과 tvN MBC 예능프로그램 '무한도전' 역시 5일 방송된 '무한도전'은 앞서 지난 10월 29일 방송에서는 '최순실 게이트'에 대한 수사가 본격화하고 있는 만큼 TV예능의 정치 풍자는 가속화 할 전망이다."
"6056"	"2016-11-07"	"[왁자지껄 B급 사전] \"내가 이러려고 대한민국 국민 했나…\""	"입력 : 2016.11.07 03:00 '내가 이러려고 ○○○ 했나 자괴감 들고 괴로워' 대통령 대국민 담화 발언 SNS서 패러디 봇물 /트위터 @8..5일 방송된 예능 프로그램 '무한도전'에선 출연자들이 무중력 상태에서 수퍼맨 자세에 도전하는 장면에서"
"6057"	"2016-11-07"	"'예능인력소' 측 \"김수용X조세호, '무도' 못친소 인연..웃음 빵빵\""	"..예능인재 발굴쇼  김수용은 특히 오랜 예능 경력에도 불구하고, 바라지가 아닌 빛날이로 \"최근에 무한도전 '굿보이' 댄스 따라잡기에 나서며 험난한 예능계에 도전장을 내밀고, 드라마 '예능인력소' 5화는 7일 월요일 오후 9시 40분에 만나볼 수 있다."
"6058"	"2016-11-07"	"‘예능인력소’ 김수용, 준비된 예능 보석…“직접 연락해 찾아와”"	"‘예능인력소’ 김수용, 준비된 예능 보석…“직접 연락해 찾아와”  김수용은 특히 오랜 예능 경력에도 불구하고, 바라지가 아닌 빛날이로 ‘예능인력소’에 직접 연락해 제 발로 찾아왔다”고 소개했다.“최근에 무한도전 ..예능인력소’는 7일 오후 9시40분에 만.."
"6059"	"2016-11-07"	"다이아 기희현, '해피투게더3' 촬영인증..박진주·박환희와 깜찍포즈"	"연예 음악 다이아 기희..‘복면가왕’에서 파워풀한 가창력을 뽐내 화제를 모았으며 박환희는 최근 드라마 다이아의 래퍼로서 음악 실력은 물론 그동안 다양한 예능에서 망가짐을 불사하지 않은 기희현이 이번에는 어떤 매력을 새롭게 발산할지 기대가 모아지고 있다."
"6060"	"2016-11-07"	"KT, 세계최초 IPTV VR서비스 '올레 tv 360도 GiGA VR' 출시"	"인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’, ‘복면가왕 특집편’ 등이 있다. 무한 도전 미국편을 통해 할머니부터 손자까지 TV로 세계에서 가장 무서운 롤러코스터를 집안에서 가상현실로 체험해볼 수 있게 됐다."
"6061"	"2016-11-07"	"\"MV 유튜브 천만뷰 목표\" 탑독, 데뷔4년차 그룹의 변신 통할까 [종합]"	"입력 : 2016.11.07 11:49 [OSEN=김보라 기자]<U+00A0>9인조 보이그룹 탑독이 첫 번째 정규 앨범을 발매했다. 그간 드라마 O.S.T 참여를 비롯해 4장의 미니앨..'정글의 법칙' '주간아이돌' 등의 예능 프로그램에 나가고 싶다는 바람을 전했다."
"6062"	"2016-11-07"	"[단독]좌회전 김진, '비디오스타'로 예능 복귀..'원조의 귀환'"	"이후 영화, 드라마, 예능 등 다방 면에서 활약했다.<U+00A0>  그간 라디오 등 방송 활동은 꾸준히 해왔지만 예능 출연은 오랜만이다. '무한도전-설특집 무도 큰 잔치'에 출연, 데뷔 앨범인 좌회전의 ..2일 첫 방송된 예능프로그램으로 독한 질문을 내던져서 재미.."
"6063"	"2016-11-07"	"[뉴스] 모바일 전략 게임 ‘킹 오브 킹즈’ 홍보모델 ‘양세형’ 발탁"	"‘킹 오브 킹즈(King of Kings)’의 공식 홍보모델로 개그맨 양세형을 선정했다고 7일 밝혔다. ..형..특히 양세형은 최근 MBC 간판 예능 프로그램 ‘무한도전’을 비롯해 ‘숏터뷰’ 등에서 종횡무진하며 예능계 블루칩으로 떠오르고 있어 ..형이 함께하는"
"6064"	"2016-11-07"	"“악동에서 가을 남자로” 탑독, 4년차 아이돌이 겪는 ‘성장통’ [종합]"	"[시크뉴스 이상지 기자] 보이그룹 탑독(P군, 제니씨, 상도, 호준,..‘블라인드(Blind)’에 참여하며 프로듀서형 아이돌의 면모를 선보였다. 또 다양한 예능 프로그램에 대한 욕심도 있었다.‘정글의 법칙’에서 재미있는 모습을 보여드릴 수 있을 듯 하다."
"6065"	"2016-11-07"	"진세연 측, \"'아는형님'으로 예능 나들이, 즐기고 올것\""	"'아는형님'을 통해 예능 나들이에 나선다. '아는형님'에 출연하기로 결정했다\"라며 \"'아는형님'에 베테랑 예능인들이 많이 출연하기 때문에 예능초보인 진세연이 즐겁고 편하게 어울릴 수 있는 분위기가 조성될거로 생각했다\"며 다양한 프로그램 중 ..아는형님'을.."
"6066"	"2016-11-07"	"'예능인력소' 김수용 \"자처해서 찾아왔다… 밝은 모습 보여드릴 것\""	"..예능 대세다운 강력한 입담과 개그로 큰 웃음을 .. 김수용은 특히 오랜 예능 경력에도 불구하고, 바라지가 아닌 빛날이로 '예능인력소'에 직접 연락해 제 발로 찾아왔다\"고 소개했다.\"최근에 무한도전 '예능인력소'는 오늘(7일) 오후 9시 40분에 방송된다."
"6067"	"2016-11-07"	"KT, IPTV VR 서비스 ‘올레tv360’ 공개"	"통신미디어KT, IP.. VR전용 주문형비디오(VOD)를 재생하고 TV리모컨으로 360도 상하좌우는 물론 확대축소 조종을 할 수 있다. 인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등이 있다."
"6068"	"2016-11-07"	"진세연 측, \"'아는형님'으로 예능 나들이, 즐기고 올것\""	"'아는형님'을 통해 예능 나들이에 나선다.<U+00A0> '아는형님'에 출연하기로 결정했다\"라며 ..아는형님'에 베테랑 예능인들이 많이 출연하기 때문에 예능초보인 진세연이 즐겁고 편하게 어울릴 수 있는 분위기가 조성될거로 생각했..'아는형님'을 선택한 이유를 전했다.<U+00A0>"
"6069"	"2016-11-07"	"[한끼줍쇼 특집]②말맛 살리는 '한끼줍쇼' 내레이션, 알고 보니 '짝' 그분"	"..끼줍쇼' 내레이....예능프로그램 ‘한끼줍쇼’에는 이경규와 강호동 외에 세 번째 주인공이 있다.‘한끼줍쇼’에서 내레이션의 역할은 절대적이다.‘한끼줍쇼’ 제작진은 오히려 성우의 역할을 도드라지게 하는 편집을 했다.‘한끼줍쇼’를 연출하는 방현영 JTBC PD는"
"6070"	"2016-11-07"	"KT, 세계최초 IPTV VR서비스 출시…집에서 리모컨으로‘OK’"	"KT 홍보 모델들이 올레 tv를 통....형비디오(VOD)를 재생하고 TV리모컨으로 360도 상하좌우는 물론 확대·축소 조종을 할 수 있다. 인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등이 있다."
"6071"	"2016-11-07"	"KT, 안방 TV로 가상현실 예능·드라마 보세요"	"KT가 세계최초로 IPTV에서..‘올레 tv 360도 기가 VR’은 VR 전용 주문형비디오(VOD)를 재생하면, 해당 콘텐츠를 풀 HD급 이상 고화질로 제공한다.우선 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등을 VR로 즐길 수 있다."
"6072"	"2016-11-07"	"[리얼푸드]‘겨울 입맛’ 깨우는 꼬막의 비밀…찰떡궁합 음식은?"	"‘겨울 입맛’ 깨우는 꼬막의 비밀…찰떡궁합 음식은? 2016.11.07. [헤럴드경제=고승희 기자] 날씨가.. 인기 예능 프로그램 ‘1박2일’(KBS2)에서 멤버들의 복불복 게임 벌칙으로 자주 등장하기도 했죠. 꼬막엔 필수아미노산이 균형있게 들어있는데요."
"6073"	"2016-11-07"	"KT, \"TV리모컨으로 VR 즐기세요\"…'올레 tv 360도 기가 VR' 공개"	"KT모델이 ‘올레 tv 360....형비디오(VOD)를 재생하고 TV리모컨으로 360도 상/하/좌/우는 물론 확대/축소 조종을 할 수 있다. 인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등이 있다."
"6074"	"2016-11-07"	"KT, IPTV VR서비스 출시"	"..형비디오(VOD)를 재생하고 TV리모컨으로 360도 상하좌우는 물론 확대와 축..인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’, ‘복면가왕 특집편’ 등이 있다. 한편, KT는 11월말부터 대학생 참여 공모전 형식의"
"6075"	"2016-11-07"	"안방 TV로 가상현실 드라마ㆍ예능 본다"	"[헤럴드경제=이혜미 기자]..‘올레 tv 360도 기가 VR’은 VR 전용 주문형비디오(VOD)를 재생하면, 해당 콘텐츠를 풀 HD급 이상 고화질로 제공한다. 현재 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등을 VR로 즐길 수 있다.<U+00A0>"
"6076"	"2016-11-07"	"KT, IPTV VR서비스 출시...VR 전용기기 필요 없어"	"..형비디오(VOD)를 재생하고 ..인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등이 있다. 무한 도전 미국편 최근 KT 모바일 tv 서비스인 한편, KT는 11월말부터 대학생 참여 공모전 형식의"
"6077"	"2016-11-07"	"KT 올레tv \"VR 영상, 리모컨으로 즐기세요”"	"KT는 ....형비디오(VOD)를 재생하고 TV리모컨으로 360도 상/하/좌/우, 확대/축소 조종을 하면 된다.<U+200B>화질은 풀HD급 이상 고화질로 제공되며 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등의 VR콘텐츠를 이용할 수 있다.<U+200B>KT 측은"
"6078"	"2016-11-07"	"[취중dol③] 솔비 \"연예인 그만두고 회사 다니려고 이력서도 썼어요\""	"'예능 대세'가 아니면 상상할 수 없는 조합이다.'무한도전-어벤저스 특집(이하 ..예능감을 뽐낸 뒤, 8월<U+00A0>'라디오.. 아는 분 추천으로 긍정적인 미술 선생님을 만났어요.'복면가왕'에도 출연 해 가창력을 뽐냈죠. \"복면 쓰고 노래 부르는 게 쉽지 않더라고요."
"6079"	"2016-11-07"	"‘복면가왕’ 팝콘소녀 유력 후보 알리…의미심장한 ‘SNS’"	"‘복면가왕’ 팝콘소녀 유력 후보 알리…의미심장한 ..복면가왕’ 팝콘소녀가 3연승을 거둔 가운데, 유력한 팝콘소녀 후보자인 가수 알리가 의미심장한 사진을 올렸다..‘일밤-복면가왕’(이하 ‘복 면가왕’)에서 가왕 ‘복면가왕’에서는 팝콘소녀가 3연승을 이어갔다."
"6080"	"2016-11-07"	"KT, IPTV에서 VR 서비스 제공"	"[뉴스토마토 신지하기자] KT(0302.. VR 전용 주문형비디오(VOD)를 재생하고 TV 리모컨으로 360도 상·하·좌·우는 물론 확대·축소 조종도 가능하다. 인기 VR 콘텐츠로는 MBC 예능프로그램 '무한도전 미국편', '복면가왕 특집편' 등이 있다."
"6081"	"2016-11-07"	"'복면가왕' 춘천역은 ZE:A 김동준…\"몰라볼까 가슴 졸여\""	"'복면가왕' 춘천역은 ZE:A 김동준…\"몰라볼까 가슴 졸여\" 입력시간 | ..[이데일리 스타in 박미애 기자]‘복면가왕’ 춘천역은 제국의아이들 김동준이었다. 6일 방송된 MBC 예능 ‘일밤-복면가왕(이하 복면가왕)’에서 ‘복면가왕’ 출연 소감을 전했다."
"6082"	"2016-11-07"	"VR, 안방으로 들어왔다...KT 세계최초 IPTV VR서비스"	"..형비디오(VOD)를 재생하고 TV리모컨으로 360도 상하좌우는 물론 확대-축소 조..인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 '무한도전 미국편' '복면가왕 특집편' 등이 있다.'무한도전' 미국편은 최근 KT 모바일 tv 서비스인"
"6083"	"2016-11-07"	"올레 tv, IPTV 첫 VR 콘텐츠 제공…HMD 대신 리모컨으로 감상"	"<U+00A0> <U+00A0> ▲ 출처=KT..‘올레 tv’에서 VR VOD(주문형비디오)를 제공한다.인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’, ‘복면가왕 특집편’ 등이 있다. 무한도전 미국편 최근 KT 모바일 tv 서비스인 ..형식의"
"6084"	"2016-11-07"	"김수용 “‘예능인력소’ 출연 자처…밝은 이미지 원해”"	"‘빛날이’로 출격해, 요즘 예능 대세다운 강력한 입담과 개그로 큰 웃음을 몰고 온다. ‘예능인력소’를 찾아 김구라, 이수근, 김흥국, 서장훈 등 MC들을 깜짝 놀라게 했다...무한..‘굿보이’ 댄스 따라잡기에 나서며 험난한 예능계에 도전장을 내밀고, 드라마"
"6085"	"2016-11-07"	"KT, 세계최초 IPTV VR서비스 '360도 GiGA VR' 출시"	"..형비디오(VOD)를 재생하고 ..인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등이 있다. 무한 도전 미국편은 최근 KT 모바일TV 서비스인 한편, KT는 11월말부터 대학생 참여 공모전 형식의"
"6086"	"2016-11-07"	"KT 올레tv \"VR 영상, 리모컨으로 즐기세요”"	"KT는 ....형비디오(VOD)를 재생하고 TV리모컨으로 360도 상/하/좌/우, 확대/축소 조종을 하면 된다.<U+200B>화질은 풀HD급 이상 고화질로 제공되며 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등의 VR콘텐츠를 이용할 수 있다.<U+200B>KT 측은"
"6087"	"2016-11-07"	"진세연, '아는 형님' 단독 게스트 확정..26일 방송"	"배우 진세연 /사진=스타뉴스 배우 진세연이 JTBC '아는 형님'에 단독 게스트로 나선다. 7일 제작진에 따르면 진세..'아는 형님'에 단독 게스트로 나설 예정이다. 오랜만에 예능 출연에 나선 진세연이 '아는 형님'에서 어떤 모습을 보일 지도 주목된다."
"6088"	"2016-11-07"	"“남산, 알고보면 이야기 산더미죠”"	"딸깍발이·총독부·옛 안기부 등 풍부한 역사적 자원 살릴 계획 ▲ 주철환 서울문화재단 대표 “서울 남산에서 동심의 세계로 돌아가 봐요.” 주철환(61) 서울문화재단 대표는 ..‘무한도전’이나 ‘런닝맨’ 같은 인기 예능프로그램도 시민과 함께 촬영할 계획이다."
"6089"	"2016-11-07"	"KT, 세계최초 IPTV VR서비스 출시"	"..형비디오(VOD)를 재생하고 TV리모컨으로 360도 상하좌우는 물론 확대·축소 조종..인기 VR 콘텐츠로는 KT가 독점으로 제공하는 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등이 있다. 무한 도전 미국편 최근 KT 모바일 tv 서비스인"
"6090"	"2016-11-07"	"복면가왕 김동준, \"목소리만으로 시청자에게 다가간 시간…행복했다\""	"제국의아이들 멤버 김동준이 MBC 예능프로그램 '복면가왕'에 춘천역으로 출연한 소감을 전했다.<U+00A0>7일 김동준은 소속사를 통해 \"너무나 감개무량하고 사실 첫 방송때 많은 분들이 목소리만 듣고 저인줄 예측해줘서 정말 감사했다\"면서 \"혹시나 몰라보시면 어쩔까.."
"6091"	"2016-11-07"	"KT, VR기기 없이 IPTV로 보는 VR 서비스 출시"	"[사진]KT 홍보 모델들이 ....형비디오(VOD)를 재생하는 방식으로 상하좌우 등 360도 조정을 할 수 있다. 올레 tv 360도 기가 VR을 통해 볼 수 있는 인기 VR 콘텐츠로는 MBC 예능프로그램 ‘무한도전 미국편’ ‘복면가왕 특집편’ 등이 있다."
"6092"	"2016-11-07"	"KT \"올레tv에서 360도 VR 콘텐츠 경험하세요\""	"홈 > 산업..KT의 360도 기가 VR은 풀HD급 이상 고화질로 제공되며 실시간 방송이 아닌 주문형비디오(VOD)로만 감상할 수 있다. 현재는 KT가 독점으로 제공하는 MBC 예능프로그램 '무한도전' 미국편과 '복면가왕' 특집편 등을 시청할 수 있다."
"6093"	"2016-11-07"	"다이아 기희현, ‘해피투게더’ 촬영 후 박진주-박환희와 깜찍한 인증샷"	"다이..‘복면가왕’에서 파워풀한 가창력을 뽐내 화제를 모았으며 박환희는 드라마 다이아의 래퍼로써의 음악 실력은 물론 그동안 다양한 예능을 통해 망가짐을 불사하지 않는 적극적인 예능감을 펼쳐왔던 기희현이 어떤 매력을 새롭게 발산할지 기대가 모아지고 있다."
